Name,Brand,Category,SubCategory,Price,DiscountedPrice,Discount_Amount,Discount_Pct,Price_Band,Qty_Value,Qty_Unit,Standard_Qty,Origin,BreadCrumbs
Gemini Refined Sunflower Oil,Gemini,Grocery,Cooking Oil,225.0,188.0,37.0,16.44,Mid (100-300),1.0,L,1000.0,Not Specified,Grocery > Cooking Oil
Gemini Refined Sunflower Oil,Gemini,Grocery,Cooking Oil,1200.0,975.0,225.0,18.75,Premium (700+),5.0,L,5000.0,Not Specified,Grocery > Cooking Oil
Gulab Sunflower Oil Jar,Unbranded/DMart,Grocery,Cooking Oil,3277.0,2675.0,602.0,18.37,Premium (700+),15.0,L,15000.0,Not Specified,Grocery > Cooking Oil
Sunday Refined Sunflower Oil,Sunday,Grocery,Cooking Oil,270.0,176.0,94.0,34.81,Mid (100-300),1.0,L,1000.0,Not Specified,Grocery > Cooking Oil
Swaad Refined Sunflower Oil,Swaad,Grocery,Cooking Oil,210.0,178.0,32.0,15.24,Mid (100-300),1.0,L,1000.0,Not Specified,Grocery > Cooking Oil
Swaad Refined Sunflower Oil,Swaad,Grocery,Cooking Oil,1099.0,945.0,154.0,14.01,Premium (700+),5.0,L,5000.0,Not Specified,Grocery > Cooking Oil
Fortune Sunlite Refined Sunflower Oil,Fortune,Grocery,Cooking Oil,3150.0,2699.0,451.0,14.32,Premium (700+),15.0,L,15000.0,Not Specified,Grocery > Cooking Oil
Dhara Refined Sunflower Oil,Dhara,Grocery,Cooking Oil,220.0,179.0,41.0,18.64,Mid (100-300),1.0,L,1000.0,Not Specified,Grocery > Cooking Oil
Dhara Refined Sunflower Oil,Dhara,Grocery,Cooking Oil,1125.0,940.0,185.0,16.44,Premium (700+),5.0,L,5000.0,Not Specified,Grocery > Cooking Oil
Nature Fresh Refined Sunflower Oil Pouch,Nature Fresh,Grocery,Cooking Oil,245.0,205.0,40.0,16.33,Mid (100-300),1.0,L,1000.0,Not Specified,Grocery > Cooking Oil
Dhara Refined Sunflower Oil,Dhara,Grocery,Cooking Oil,3345.0,2755.0,590.0,17.64,Premium (700+),15.0,L,15000.0,Not Specified,Grocery > Cooking Oil
Dalda Refined Sunflower Oil,Dalda,Grocery,Cooking Oil,236.0,166.0,70.0,29.66,Mid (100-300),1.0,L,1000.0,Not Specified,Grocery > Cooking Oil
Dalda Refined Sunflower Oil,Dalda,Grocery,Cooking Oil,1350.0,935.0,415.0,30.74,Premium (700+),5.0,L,5000.0,Not Specified,Grocery > Cooking Oil
Sundrop Superlite Advanced Sunflower Oil,Sundrop,Grocery,Cooking Oil,270.0,250.0,20.0,7.41,Mid (100-300),1.0,L,1000.0,Not Specified,Grocery > Cooking Oil
Sundrop Superlite Advanced Sunflower Oil,Sundrop,Grocery,Cooking Oil,1365.0,1255.0,110.0,8.06,Premium (700+),5.0,L,5000.0,Not Specified,Grocery > Cooking Oil
Sunny Sun Lite Refined Sunflower Oil,Sunny,Grocery,Cooking Oil,225.0,175.0,50.0,22.22,Mid (100-300),1.0,L,1000.0,Not Specified,Grocery > Cooking Oil
Sunny Sun Lite Refined Sunflower Oil,Sunny,Grocery,Cooking Oil,1206.0,930.0,276.0,22.89,Premium (700+),5.0,L,5000.0,Not Specified,Grocery > Cooking Oil
Gulab Sunflower Oil,Unbranded/DMart,Grocery,Cooking Oil,228.0,171.0,57.0,25.0,Mid (100-300),1.0,L,1000.0,Not Specified,Grocery > Cooking Oil
Gemini Refined Sunflower Oil - 15 L,Gemini,Grocery,Cooking Oil,3050.0,2599.0,451.0,14.79,Premium (700+),15.0,L,15000.0,Not Specified,Grocery > Cooking Oil
Godrej Refined Sunflower Oil,Godrej,Grocery,Cooking Oil,3520.0,2769.0,751.0,21.34,Premium (700+),15.0,L,15000.0,Not Specified,Grocery > Cooking Oil
Aadhaar Refined Sunflower Oil Pouch,Aadhaar,Grocery,Cooking Oil,205.0,165.0,40.0,19.51,Mid (100-300),1.0,L,1000.0,Not Specified,Grocery > Cooking Oil
Saffola Gold Oil,Saffola,Grocery,Cooking Oil,205.0,180.0,25.0,12.2,Mid (100-300),1.0,L,1000.0,Not Specified,Grocery > Cooking Oil
Saffola Gold Oil,Saffola,Grocery,Cooking Oil,1105.0,1045.0,60.0,5.43,Premium (700+),5.0,L,5000.0,Not Specified,Grocery > Cooking Oil
Saffola Active Oil,Saffola,Grocery,Cooking Oil,190.0,163.0,27.0,14.21,Mid (100-300),1.0,L,1000.0,Not Specified,Grocery > Cooking Oil
Saffola Active Oil,Saffola,Grocery,Cooking Oil,840.0,825.0,15.0,1.79,Premium (700+),5.0,L,5000.0,Not Specified,Grocery > Cooking Oil
Saffola Gold Oil,Saffola,Grocery,Cooking Oil,3125.0,2773.0,352.0,11.26,Premium (700+),15.0,L,15000.0,Not Specified,Grocery > Cooking Oil
Saffola Total Oil,Saffola,Grocery,Cooking Oil,1200.0,1135.0,65.0,5.42,Premium (700+),5.0,L,5000.0,Not Specified,Grocery > Cooking Oil
Saffola Active Oil,Saffola,Grocery,Cooking Oil,3025.0,2695.0,330.0,10.91,Premium (700+),15.0,L,15000.0,Not Specified,Grocery > Cooking Oil
Fortune Xpert Blended Oil,Fortune,Grocery,Cooking Oil,220.0,202.0,18.0,8.18,Mid (100-300),1.0,L,1000.0,Not Specified,Grocery > Cooking Oil
Fortune Xpert Blended Oil,Fortune,Grocery,Cooking Oil,1150.0,998.0,152.0,13.22,Premium (700+),5.0,L,5000.0,Not Specified,Grocery > Cooking Oil
Hudson Canola Oil,Hudson,Grocery,Cooking Oil,299.0,199.0,100.0,33.44,Mid (100-300),1.0,L,1000.0,Not Specified,Grocery > Cooking Oil
Svity Kolam Refined Rice Bran Oil,Svity Kolam,Grocery,Cooking Oil,195.0,139.0,56.0,28.72,Mid (100-300),1.0,L,1000.0,Not Specified,Grocery > Cooking Oil
Fortune Rice Bran Health Oil,Fortune,Grocery,Cooking Oil,199.0,179.0,20.0,10.05,Mid (100-300),1.0,L,1000.0,India,Grocery > Cooking Oil
Fortune Rice Bran Health Oil,Fortune,Grocery,Cooking Oil,1100.0,973.0,127.0,11.55,Premium (700+),5.0,L,5000.0,India,Grocery > Cooking Oil
Premia Refined Rice Bran Oil,Unbranded/DMart,Grocery,Cooking Oil,190.0,170.0,20.0,10.53,Mid (100-300),1.0,L,1000.0,Not Specified,Grocery > Cooking Oil
Fortune Rice Bran Health Oil,Fortune,Grocery,Cooking Oil,3200.0,2399.0,801.0,25.03,Premium (700+),15.0,L,15000.0,Not Specified,Grocery > Cooking Oil
Riso Ricebran Oil,RiSO,Grocery,Cooking Oil,230.0,172.0,58.0,25.22,Mid (100-300),1.0,L,1000.0,Not Specified,Grocery > Cooking Oil
Riso Ricebran Oil,RiSO,Grocery,Cooking Oil,1175.0,895.0,280.0,23.83,Premium (700+),5.0,L,5000.0,Not Specified,Grocery > Cooking Oil
Dhara Refined Rice Bran Oil,Dhara,Grocery,Cooking Oil,950.0,875.0,75.0,7.89,Premium (700+),5.0,L,5000.0,Not Specified,Grocery > Cooking Oil
Dhara Refined Rice Bran Oil,Dhara,Grocery,Cooking Oil,185.0,169.0,16.0,8.65,Mid (100-300),1.0,L,1000.0,Not Specified,Grocery > Cooking Oil
Ricela Refined Rice Bran Oil,Ricela,Grocery,Cooking Oil,225.0,182.0,43.0,19.11,Mid (100-300),1.0,L,1000.0,Not Specified,Grocery > Cooking Oil
Ricela Refined Rice Bran Oil,Ricela,Grocery,Cooking Oil,1165.0,899.0,266.0,22.83,Premium (700+),5.0,L,5000.0,Not Specified,Grocery > Cooking Oil
Gemini Rice Bran Oil,Gemini,Grocery,Cooking Oil,215.0,191.0,24.0,11.16,Mid (100-300),1.0,L,1000.0,Not Specified,Grocery > Cooking Oil
Gemini Rice Bran Oil,Gemini,Grocery,Cooking Oil,1100.0,950.0,150.0,13.64,Premium (700+),5.0,L,5000.0,Not Specified,Grocery > Cooking Oil
Dhara Life Refined Rice Bran Oil Jar,Dhara,Grocery,Cooking Oil,3030.0,2799.0,231.0,7.62,Premium (700+),15.0,L,15000.0,Not Specified,Grocery > Cooking Oil
Gulab Filtered Groundnut Oil,Gulab,Grocery,Cooking Oil,3589.0,2719.0,870.0,24.24,Premium (700+),15.0,L,15000.0,Not Specified,Grocery > Cooking Oil
Guinea Filtered Groundnut Oil,Guinea,Grocery,Cooking Oil,3500.0,2745.0,755.0,21.57,Premium (700+),15.0,L,15000.0,Not Specified,Grocery > Cooking Oil
Dhara Filtered Groundnut Oil Pouch,Dhara,Grocery,Cooking Oil,225.0,192.0,33.0,14.67,Mid (100-300),1.0,L,1000.0,Not Specified,Grocery > Cooking Oil
Dhara Filtered Groundnut Oil Pouch,Dhara,Grocery,Cooking Oil,1150.0,975.0,175.0,15.22,Premium (700+),5.0,L,5000.0,Not Specified,Grocery > Cooking Oil
RRO Primio Gold Filtered Groundnut Oil,RRO,Grocery,Cooking Oil,255.0,175.0,80.0,31.37,Mid (100-300),1.0,L,1000.0,Not Specified,Grocery > Cooking Oil
RRO Primio Gold Filtered Groundnut Oil,RRO,Grocery,Cooking Oil,1255.0,879.0,376.0,29.96,Premium (700+),5.0,L,5000.0,India,Grocery > Cooking Oil
Gulab Groundnut Oil,Unbranded/DMart,Grocery,Cooking Oil,1223.0,935.0,288.0,23.55,Premium (700+),5.0,L,5000.0,Not Specified,Grocery > Cooking Oil
Gulab Groundnut Oil,Unbranded/DMart,Grocery,Cooking Oil,230.0,184.0,46.0,20.0,Mid (100-300),1.0,L,1000.0,Not Specified,Grocery > Cooking Oil
RRO Primio Refined Groundnut Oil,RRO,Grocery,Cooking Oil,1250.0,1105.0,145.0,11.6,Premium (700+),5.0,L,5000.0,Not Specified,Grocery > Cooking Oil
RRO Primio Refined Groundnut Oil,RRO Primio,Grocery,Cooking Oil,3750.0,2799.0,951.0,25.36,Premium (700+),15.0,L,15000.0,Not Specified,Grocery > Cooking Oil
RRO Primio Gold Filtered Groundnut Oil,RRO Primio,Grocery,Cooking Oil,3500.0,2499.0,1001.0,28.6,Premium (700+),15.0,L,15000.0,Not Specified,Grocery > Cooking Oil
Gramiyaa Wood Cold Pressed Groundnut Oil,Gramiyaa,Grocery,Cooking Oil,490.0,389.0,101.0,20.61,Upper-Mid (300-700),1.0,L,1000.0,Not Specified,Grocery > Cooking Oil
Guinea Lite Groundnut Oil,Guinea,Grocery,Cooking Oil,1325.0,1109.0,216.0,16.3,Premium (700+),5.0,L,5000.0,Not Specified,Grocery > Cooking Oil
Gramiyaa Wood Cold Pressed Coconut Oil,Gramiyaa,Grocery,Cooking Oil,290.0,229.0,61.0,21.03,Mid (100-300),500.0,ml,500.0,Not Specified,Grocery > Cooking Oil
Del Monte Extra Light Olive Oil,Del Monte,Grocery,Cooking Oil,2400.0,1023.0,1377.0,57.38,Premium (700+),2.0,L,2000.0,Spain,Grocery > Cooking Oil
Borges Extra Light Olive Oil,Borges,Grocery,Cooking Oil,2600.0,1199.0,1401.0,53.88,Premium (700+),2.0,L,2000.0,Not Specified,Grocery > Cooking Oil
Borges Extra Light Olive Oil,Borges,Grocery,Cooking Oil,5500.0,2649.0,2851.0,51.84,Premium (700+),5.0,L,5000.0,Spain,Grocery > Cooking Oil
Figaro Olive Oil Tin,Figaro,Grocery,Cooking Oil,325.0,279.0,46.0,14.15,Mid (100-300),200.0,ml,200.0,Not Specified,Grocery > Cooking Oil
Figaro Olive Oil Tin,Figaro,Grocery,Cooking Oil,599.0,482.0,117.0,19.53,Upper-Mid (300-700),500.0,ml,500.0,Not Specified,Grocery > Cooking Oil
Figaro Olive Oil Tin,Figaro,Grocery,Cooking Oil,999.0,765.0,234.0,23.42,Premium (700+),1.0,L,1000.0,Not Specified,Grocery > Cooking Oil
Figaro Olive Oil Tin,Figaro,Grocery,Cooking Oil,4500.0,3225.0,1275.0,28.33,Premium (700+),5.0,L,5000.0,Not Specified,Grocery > Cooking Oil
Borges Extra Virgin Olive Oil,Borges,Grocery,Cooking Oil,400.0,275.0,125.0,31.25,Mid (100-300),250.0,ml,250.0,Spain,Grocery > Cooking Oil
Borges Extra Virgin Olive Oil,Borges,Grocery,Cooking Oil,1400.0,784.0,616.0,44.0,Premium (700+),1.0,L,1000.0,Spain,Grocery > Cooking Oil
Leonardo Olive Pomace Oil,Leonardo,Grocery,Cooking Oil,4099.0,1899.0,2200.0,53.67,Premium (700+),5.0,L,5000.0,Italy,Grocery > Cooking Oil
Bertolli Extra Light Tasting Olive Oil,Bertolli,Grocery,Cooking Oil,2999.0,1049.0,1950.0,65.02,Premium (700+),2.0,L,2000.0,Spain/Italy,Grocery > Cooking Oil
Figaro Extra Virgin Olive Oil Bottle,Figaro,Grocery,Cooking Oil,1199.0,765.0,434.0,36.2,Premium (700+),1.0,L,1000.0,Spain/Italy,Grocery > Cooking Oil
Figaro Extra Virgin Olive Oil Bottle,Figaro,Grocery,Cooking Oil,649.0,405.0,244.0,37.6,Upper-Mid (300-700),500.0,ml,500.0,Spain/Italy,Grocery > Cooking Oil
Borges Pure Olive Oil - Classic,Borges,Grocery,Cooking Oil,1350.0,639.0,711.0,52.67,Upper-Mid (300-700),1.0,L,1000.0,Spain,Grocery > Cooking Oil
Leonardo Extra Light Olive Oil,Leonardo,Grocery,Cooking Oil,2599.0,1400.0,1199.0,46.13,Premium (700+),2.0,L,2000.0,Not Specified,Grocery > Cooking Oil
Patanjali Kachi Ghani Mustard Oil,Patanjali,Grocery,Cooking Oil,185.0,176.0,9.0,4.86,Mid (100-300),1.0,L,1000.0,Not Specified,Grocery > Cooking Oil
Fortune Kachi Ghani Mustard Oil Bottle,Fortune,Grocery,Cooking Oil,226.0,185.0,41.0,18.14,Mid (100-300),1.0,L,1000.0,Not Specified,Grocery > Cooking Oil
Dhara Kachighani (Mustard) Oil,Dhara,Grocery,Cooking Oil,195.0,179.0,16.0,8.21,Mid (100-300),1.0,L,1000.0,India,Grocery > Cooking Oil
Dhara Kachighani (Mustard) Oil,Dhara,Grocery,Cooking Oil,1000.0,919.0,81.0,8.1,Premium (700+),5.0,L,5000.0,India,Grocery > Cooking Oil
Patanjali Kachi Ghani Mustard Oil Pouch,Patanjali,Grocery,Cooking Oil,180.0,167.0,13.0,7.22,Mid (100-300),1.0,L,1000.0,Not Specified,Grocery > Cooking Oil
Fortune Kachi Ghani Mustard Oil,Fortune,Grocery,Cooking Oil,210.0,185.0,25.0,11.9,Mid (100-300),1.0,L,1000.0,Not Specified,Grocery > Cooking Oil
Fortune Kachi Ghani Mustard Oil,Fortune,Grocery,Cooking Oil,1154.0,999.0,155.0,13.43,Premium (700+),5.0,L,5000.0,Not Specified,Grocery > Cooking Oil
Tez Mustard Kachchi Ghani Oil Bottle,Tez,Grocery,Cooking Oil,225.0,202.0,23.0,10.22,Mid (100-300),1.0,L,1000.0,India,Grocery > Cooking Oil
RRO Premium Mustard Oil,RRO,Grocery,Cooking Oil,1170.0,985.0,185.0,15.81,Premium (700+),5.0,L,5000.0,Not Specified,Grocery > Cooking Oil
RRO Mastdil Premium Mustard Oil Bottle,RRO,Grocery,Cooking Oil,235.0,195.0,40.0,17.02,Mid (100-300),1.0,L,1000.0,Not Specified,Grocery > Cooking Oil
Tez Mustard Kachchi Ghani Oil Pouch,Tez,Grocery,Cooking Oil,221.0,199.0,22.0,9.95,Mid (100-300),1.0,L,1000.0,India,Grocery > Cooking Oil
Tez Mustard Kachchi Ghani Oil Pouch,Tez,Grocery,Cooking Oil,1120.0,999.0,121.0,10.8,Premium (700+),5.0,L,5000.0,India,Grocery > Cooking Oil
Gemini Refined Soyabean Oil,Gemini,Grocery,Cooking Oil,175.0,146.0,29.0,16.57,Mid (100-300),1.0,L,1000.0,Not Specified,Grocery > Cooking Oil
Swaad Soyabean Oil,Swaad,Grocery,Cooking Oil,199.0,166.0,33.0,16.58,Mid (100-300),1.0,L,1000.0,Not Specified,Grocery > Cooking Oil
Idhayam Gingelly Oil,Idhayam,Grocery,Cooking Oil,368.0,320.0,48.0,13.04,Upper-Mid (300-700),1.0,L,1000.0,Not Specified,Grocery > Cooking Oil
KLF Coconut Oil,KLF,Grocery,Cooking Oil,330.0,228.0,102.0,30.91,Mid (100-300),1.0,L,1000.0,Not Specified,Grocery > Cooking Oil
RRO Til Dil Premium Til Oil Bottle,RRO,Grocery,Cooking Oil,184.0,152.0,32.0,17.39,Mid (100-300),500.0,ml,500.0,Not Specified,Grocery > Cooking Oil
RRO Til Dil Premium Til Oil Bottle,RRO,Grocery,Cooking Oil,360.0,299.0,61.0,16.94,Mid (100-300),1.0,L,1000.0,Not Specified,Grocery > Cooking Oil
Tilsona Til Oil Bottle,Tilsona,Grocery,Cooking Oil,365.0,315.0,50.0,13.7,Upper-Mid (300-700),1.0,L,1000.0,Not Specified,Grocery > Cooking Oil
Tilsona Til Oil Bottle,Tilsona,Grocery,Cooking Oil,194.0,167.0,27.0,13.92,Mid (100-300),500.0,ml,500.0,Not Specified,Grocery > Cooking Oil
Fortune Plus Soya Health Oil,Fortune,Grocery,Cooking Oil,855.0,795.0,60.0,7.02,Premium (700+),5.0,L,5000.0,Not Specified,Grocery > Cooking Oil
Fortune Plus Soya Health Oil,Fortune,Grocery,Cooking Oil,175.0,153.0,22.0,12.57,Mid (100-300),1.0,L,1000.0,Not Specified,Grocery > Cooking Oil
KPL Shudhi Coconut Oil,KPL Shudhi,Personal Care,Hair Care,255.0,229.0,26.0,10.2,Mid (100-300),1.0,L,1000.0,India,Personal Care > Hair Care
Idhayam Sesame Oil Bottle,Idhayam,Grocery,Cooking Oil,386.0,329.0,57.0,14.77,Upper-Mid (300-700),1.0,L,1000.0,Not Specified,Grocery > Cooking Oil
Fortune Xpert Pro Immunity Jar,Fortune,Grocery,Cooking Oil,230.0,186.0,44.0,19.13,Mid (100-300),1.0,L,1000.0,Not Specified,Grocery > Cooking Oil
Fortune Xpert Pro Immunity Jar,Fortune,Grocery,Cooking Oil,1200.0,960.0,240.0,20.0,Premium (700+),5.0,L,5000.0,Not Specified,Grocery > Cooking Oil
Gramiyaa Wood Cold Pressed Sesame Oil,Gramiyaa,Grocery,Cooking Oil,360.0,290.0,70.0,19.44,Mid (100-300),500.0,ml,500.0,Not Specified,Grocery > Cooking Oil
Fortune Raag Gold Refined Palm Oil,Fortune,Grocery,Cooking Oil,159.0,129.0,30.0,18.87,Mid (100-300),1.0,L,1000.0,Not Specified,Grocery > Cooking Oil
Amul Pure Ghee Pouch,Amul,Grocery,Ghee & Vanaspati,265.0,255.0,10.0,3.77,Mid (100-300),500.0,ml,500.0,India,Grocery > Ghee & Vanaspati
Amul Pure Ghee Pouch,Amul,Grocery,Ghee & Vanaspati,545.0,509.0,36.0,6.61,Upper-Mid (300-700),1.0,L,1000.0,India,Grocery > Ghee & Vanaspati
Gowardhan Pure Cow Ghee Pouch,Gowardhan,Grocery,Ghee & Vanaspati,1258.0,1169.0,89.0,7.07,Premium (700+),2.0,L,2000.0,India,Grocery > Ghee & Vanaspati
Gowardhan Pure Cow Ghee Pouch,Gowardhan,Grocery,Ghee & Vanaspati,629.0,584.0,45.0,7.15,Upper-Mid (300-700),1.0,L,1000.0,India,Grocery > Ghee & Vanaspati
Amul Cow Ghee Pouch,Amul,Grocery,Ghee & Vanaspati,540.0,523.0,17.0,3.15,Upper-Mid (300-700),1.0,L,1000.0,Not Specified,Grocery > Ghee & Vanaspati
Aabad Cow Ghee Pouch,Aabad,Grocery,Ghee & Vanaspati,599.0,425.0,174.0,29.05,Upper-Mid (300-700),1.0,L,1000.0,Not Specified,Grocery > Ghee & Vanaspati
Mother Dairy Pure Cow Ghee,Mother Dairy,Grocery,Ghee & Vanaspati,550.0,499.0,51.0,9.27,Upper-Mid (300-700),1.0,L,1000.0,Not Specified,Grocery > Ghee & Vanaspati
Sagar Pure Ghee Pouch,Sagar,Grocery,Ghee & Vanaspati,545.0,506.0,39.0,7.16,Upper-Mid (300-700),1.0,L,1000.0,Not Specified,Grocery > Ghee & Vanaspati
Prabhat Dairy Cow Ghee Pouch,Prabhat,Grocery,Ghee & Vanaspati,610.0,479.0,131.0,21.48,Upper-Mid (300-700),1.0,L,1000.0,Not Specified,Grocery > Ghee & Vanaspati
Chitale Dairy Cow Ghee Box,Chitale Dairy,Grocery,Ghee & Vanaspati,300.0,279.0,21.0,7.0,Mid (100-300),500.0,ml,500.0,Not Specified,Grocery > Ghee & Vanaspati
Chitale Dairy Cow Ghee Box,Chitale Dairy,Grocery,Ghee & Vanaspati,570.0,525.0,45.0,7.89,Upper-Mid (300-700),1.0,L,1000.0,Not Specified,Grocery > Ghee & Vanaspati
Gowardhan Pure Cow Ghee Jar,Gowardhan,Grocery,Ghee & Vanaspati,160.0,145.0,15.0,9.38,Mid (100-300),200.0,ml,200.0,Not Specified,Grocery > Ghee & Vanaspati
Gowardhan Pure Cow Ghee Jar,Gowardhan,Grocery,Ghee & Vanaspati,335.0,302.0,33.0,9.85,Upper-Mid (300-700),500.0,ml,500.0,India,Grocery > Ghee & Vanaspati
Gowardhan Pure Cow Ghee Jar,Gowardhan,Grocery,Ghee & Vanaspati,649.0,604.0,45.0,6.93,Upper-Mid (300-700),1.0,L,1000.0,India,Grocery > Ghee & Vanaspati
Dynamix Cow Ghee Pouch,Dynamix,Grocery,Ghee & Vanaspati,599.0,525.0,74.0,12.35,Upper-Mid (300-700),1.0,L,1000.0,India,Grocery > Ghee & Vanaspati
Govind Pure Ghee Pouch,Govind,Grocery,Ghee & Vanaspati,600.0,499.0,101.0,16.83,Upper-Mid (300-700),1.0,L,1000.0,Not Specified,Grocery > Ghee & Vanaspati
Amul Pure Ghee Tin,Amul,Grocery,Ghee & Vanaspati,560.0,519.0,41.0,7.32,Upper-Mid (300-700),1.0,L,1000.0,Not Specified,Grocery > Ghee & Vanaspati
Amul Pure Ghee Tin,Amul,Grocery,Ghee & Vanaspati,2750.0,2549.0,201.0,7.31,Premium (700+),5.0,L,5000.0,Not Specified,Grocery > Ghee & Vanaspati
Aabad Desi Ghee Pouch,Aabad,Grocery,Ghee & Vanaspati,599.0,410.0,189.0,31.55,Upper-Mid (300-700),1.0,L,1000.0,Not Specified,Grocery > Ghee & Vanaspati
Chitale Dairy Ghee Box,Chitale Dairy,Grocery,Ghee & Vanaspati,300.0,279.0,21.0,7.0,Mid (100-300),500.0,ml,500.0,Not Specified,Grocery > Ghee & Vanaspati
Chitale Dairy Ghee Box,Chitale Dairy,Grocery,Ghee & Vanaspati,570.0,525.0,45.0,7.89,Upper-Mid (300-700),1.0,L,1000.0,Not Specified,Grocery > Ghee & Vanaspati
Sagar Pure Ghee Tin,Sagar,Grocery,Ghee & Vanaspati,560.0,519.0,41.0,7.32,Upper-Mid (300-700),1.0,L,1000.0,Not Specified,Grocery > Ghee & Vanaspati
Aashirvaad Svasti Pure Cow Ghee Pouch,Aashirvaad,Grocery,Ghee & Vanaspati,650.0,499.0,151.0,23.23,Upper-Mid (300-700),1.0,L,1000.0,Not Specified,Grocery > Ghee & Vanaspati
Parsi Dairy Farm Cow Ghee Jar,Parsi Dairy Farm,Grocery,Ghee & Vanaspati,575.0,475.0,100.0,17.39,Upper-Mid (300-700),500.0,ml,500.0,Not Specified,Grocery > Ghee & Vanaspati
Dynamix Cow Ghee Jar,Dynamix,Grocery,Ghee & Vanaspati,615.0,525.0,90.0,14.63,Upper-Mid (300-700),1.0,L,1000.0,India,Grocery > Ghee & Vanaspati
Dynamix Cow Ghee Jar,Dynamix,Grocery,Ghee & Vanaspati,310.0,265.0,45.0,14.52,Mid (100-300),500.0,ml,500.0,India,Grocery > Ghee & Vanaspati
Dynamix Cow Ghee Jar,Dynamix,Grocery,Ghee & Vanaspati,139.0,119.0,20.0,14.39,Mid (100-300),200.0,ml,200.0,India,Grocery > Ghee & Vanaspati
Aabad Cow Ghee Jar,Aabad,Grocery,Ghee & Vanaspati,615.0,479.0,136.0,22.11,Upper-Mid (300-700),1.0,L,1000.0,Not Specified,Grocery > Ghee & Vanaspati
Dynamix Cow Ghee Tin,Dynamix,Grocery,Ghee & Vanaspati,3000.0,2599.0,401.0,13.37,Premium (700+),5.0,L,5000.0,Not Specified,Grocery > Ghee & Vanaspati
Haribol Desi Cow A2 Ghee,Haribol,Packaged Food,Gourmet Food,375.0,255.0,120.0,32.0,Mid (100-300),225.0,ml,225.0,Not Specified,Packaged Food > Gourmet Food
Parsi Dairy Farm Buffalo Ghee Jar,Parsi Dairy Farm,Grocery,Ghee & Vanaspati,575.0,470.0,105.0,18.26,Upper-Mid (300-700),500.0,ml,500.0,Not Specified,Grocery > Ghee & Vanaspati
Organic India Organic Cow Ghee,Organic India,Grocery,Ghee & Vanaspati,650.0,585.0,65.0,10.0,Upper-Mid (300-700),500.0,ml,500.0,Not Specified,Grocery > Ghee & Vanaspati
Dalda Vanaspati,Dalda,Grocery,Ghee & Vanaspati,106.0,87.0,19.0,17.92,Budget (<100),500.0,ml,500.0,Not Specified,Grocery > Ghee & Vanaspati
Dalda Vanaspati,Dalda,Grocery,Ghee & Vanaspati,203.0,175.0,28.0,13.79,Mid (100-300),1.0,L,1000.0,Not Specified,Grocery > Ghee & Vanaspati
Aashirvaad Superior MP Wheat Atta,Aashirvaad,Grocery,Flours & Grains,273.0,235.0,38.0,13.92,Mid (100-300),5.0,kg,5000.0,Not Specified,Grocery > Flours & Grains
Aashirvaad Superior MP Wheat Atta,Aashirvaad,Grocery,Flours & Grains,512.0,430.0,82.0,16.02,Upper-Mid (300-700),10.0,kg,10000.0,Not Specified,Grocery > Flours & Grains
Aashirvaad Select Sharbati Wheat Atta,Aashirvaad,Grocery,Flours & Grains,321.0,255.0,66.0,20.56,Mid (100-300),5.0,kg,5000.0,Not Specified,Grocery > Flours & Grains
Aashirvaad Multigrain Atta,Aashirvaad,Grocery,Flours & Grains,337.0,272.0,65.0,19.29,Mid (100-300),5.0,kg,5000.0,Not Specified,Grocery > Flours & Grains
Pillsbury Chakki Fresh Wheat Atta,Pillsbury,Grocery,Flours & Grains,265.0,210.0,55.0,20.75,Mid (100-300),5.0,kg,5000.0,Not Specified,Grocery > Flours & Grains
Pillsbury Chakki Fresh Wheat Atta,Pillsbury,Grocery,Flours & Grains,496.0,385.0,111.0,22.38,Upper-Mid (300-700),10.0,kg,10000.0,Not Specified,Grocery > Flours & Grains
Fortune Chakki Fresh Wheat Atta,Fortune,Grocery,Flours & Grains,425.0,335.0,90.0,21.18,Upper-Mid (300-700),10.0,kg,10000.0,Not Specified,Grocery > Flours & Grains
Nature Fresh Sampoorna Superior MP Wheat Atta,Nature Fresh,Grocery,Flours & Grains,245.0,185.0,60.0,24.49,Mid (100-300),5.0,kg,5000.0,Not Specified,Grocery > Flours & Grains
Nature Fresh Sampoorna Superior MP Wheat Atta,Nature Fresh,Grocery,Flours & Grains,450.0,355.0,95.0,21.11,Upper-Mid (300-700),10.0,kg,10000.0,Not Specified,Grocery > Flours & Grains
Taste For Life MP Sihore Chapati Fine Wheat Atta,Taste For Life,Grocery,Flours & Grains,86.0,79.0,7.0,8.14,Budget (<100),1.0,kg,1000.0,Not Specified,Grocery > Flours & Grains
Taste For Life MP Sihore Chapati Fine Wheat Atta,Taste For Life,Grocery,Flours & Grains,425.0,390.0,35.0,8.24,Upper-Mid (300-700),5.0,kg,5000.0,Not Specified,Grocery > Flours & Grains
Wheat Flour Chakki Atta,Unbranded/DMart,Grocery,Flours & Grains,225.0,163.0,62.0,27.56,Mid (100-300),5.0,kg,5000.0,Not Specified,Grocery > Flours & Grains
Pillsbury Multi Grain Atta,Pillsbury,Grocery,Flours & Grains,330.0,255.0,75.0,22.73,Mid (100-300),5.0,kg,5000.0,Not Specified,Grocery > Flours & Grains
